id,href,title,cover_image,date_posted,page,content_type,movie_name,release_year,format,size,original_lang,quality,genres,cast,imdb_rating,season,episodes,synopsis,categories,screenshots,watch_online,scraped_at,detail_error
163695-rupinder-gandhi-2-2017-punjabi-movie-480p-hdrip-380mb,https://moviedbhub.com/163695-rupinder-gandhi-2-2017-punjabi-movie-480p-hdrip-380mb.html,Rupinder Gandhi 2 (2017) 380MB Punjabi Movie 480p HDRip Download,https://moviehdtv.com/uploads/posts/covers/rupinder-gandhi-2-2017-punjabi-movie-480p-hdrip-380mb.webp,"November 01, 2017",0,movie,: Rupinder Gandhi 2,2017,,,pa,,Action|Drama,"Dev Kharoud as , Saanvi Dhiman as , Jagjit Sandhu as , Lucky Dhaliwal as , Kajal Behl as",- 7,,,"This is a story of a brave man who fought and won against all odds, Sarpanch Rupinder Singh Gandhi, a prolific sportsman, daring leader and true friend. This movie shows how circumstances and situations converts him into ""Something -else"" when he and his friends take decisions that end up making them Outlaws. The man who lived for other people and never worried what he was called ~ Robinhood or a Gangser",,https://moviehdtv.com/uploads/posts/covers/rupinder-gandhi-2-2017-punjabi-movie-480p-hdrip-380mb.webp,,2026-06-28T07:22:22.448394+00:00,
199220-the-great-father-2017-dual-audio-hindi-720p-uncut-bluray-1-7gb,https://moviedbhub.com/199220-the-great-father-2017-dual-audio-hindi-720p-uncut-bluray-1-7gb.html,The Great Father 2017 Dual Audio Hindi Full Movie 720p UnCut Bluray - 1.7GB,https://moviehdtv.com/uploads/posts/covers/the-great-father-2017-dual-audio-hindi-720p-uncut-bluray-1-7gb.webp,"November 02, 2017",0,movie,: The Great Father,2017,Mkv,1.7GB,ml,,Action|Crime|Mystery,"Mammootty as David, Arya as Andrews Eapen, Anikha Surendran as Sara David, Sneha as Michelle David, Miya George as Dr.Susan, Malavika Mohanan as Meera, Kalabhavan Shajon as Sathyan, Santhosh Keezhattoor as James, Sohan Seenulal as Gokul, I. M. Vijayan as Anto, Balaji Sarma as Jose, Sunil Sukhada as Principal, Rony David Raj as Frango, Mukundan as Ravi, Shaji Nadesan as Joby, Deepak Parambol as ACP Shafeer, Aaryan Krishna Menon as Student at Boys Hostel, Anu Joseph as Interrogator at School, Shaam as Samuel, Subeesh Sudhi as Narayanan's Nephew, Prajod Kalabhavan as Johny, Molly Kannamaly as Lady at road, Baiju V.K. as Wazeem, Aneesh G Menon as Dismissed Guy",- 6.231,,,A businessman who is trying hard to be a good father to his daughter has a run-in with malevolent policeman.,,https://moviehdtv.com/uploads/posts/covers/the-great-father-2017-dual-audio-hindi-720p-uncut-bluray-1-7gb.webp,,2026-06-28T07:22:22.528594+00:00,
277445-toilet-ek-prem-katha-2017-hindi-movie-hevc-bluray-220mb,https://moviedbhub.com/277445-toilet-ek-prem-katha-2017-hindi-movie-hevc-bluray-220mb.html,Toilet - Ek Prem Katha (2017) 220mb hindi movie Hevc Bluray Download,https://moviehdtv.com/uploads/posts/covers/toilet-ek-prem-katha-2017-hindi-movie-hevc-bluray-220mb.webp,"November 02, 2017",0,movie,: Toilet - Ek Prem Katha,2017,,220MB,hi,,Comedy|Drama|Romance,"Akshay Kumar as Keshav Sharma, Bhumi Pednekar as Jaya Sharma, Anupam Kher as Kakka, Sudhir Pandey as Panditji, Rajesh Sharma as Mathur, Shubha Khote as Dadi, Sachin Khedekar as Director, Sana Khaan as Mallika, Ayesha Raza as Vidya",- 6.934,,,"A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect, he heads out on a journey to fight against the backward society.",,"https://moviehdtv.com/uploads/posts/covers/toilet-ek-prem-katha-2017-hindi-movie-hevc-bluray-220mb.webp|https://moviehdtv.com/uploads/posts/covers/screenshot-Toilet,Ek,Prem,Katha,2017.webp",,2026-06-28T07:22:22.704906+00:00,
4690-machine-2017-movie-720p-hdrip-x264-1-1gb,https://moviedbhub.com/4690-machine-2017-movie-720p-hdrip-x264-1-1gb.html,Machine 2017 Full Movie 720p HDRip Download - 1.1GB,https://moviehdtv.com/uploads/posts/covers/machine-2017-movie-720p-hdrip-x264-1-1gb.webp,"October 31, 2017",0,movie,: Machine,2017,,1.1GB 1.1GB,hi,,Action|Romance|Comedy,"Mustafa Burmawala as Ransh, Kiara Advani as Sarah, Rishabh Arora as Lucky, Shabbir Burmawala as Siddharth, Carla Dennis as Serina, Supriya Karnik as Mrs. Puri, Mridanjli Rawal as Ayesha, Ronit Roy as Balraj, Sharat Saxena as Mr. Kapoor, Kishori Shahane as Maya, Eshan Shankar as Aditya, Dalip Tahil as Kriss Alter, Vivek Vaswani as Mr. Thapar, Mayuresh Wadkar as Vicky",- 4.2,,,"Machine depicts the story of racing enthusiasts , who meet each other under mysterious circumstances. As their bond becomes stronger, they eventually fall in love. However, new things begin to unfold, which change their lives forever",,https://moviehdtv.com/uploads/posts/covers/machine-2017-movie-720p-hdrip-x264-1-1gb.webp,,2026-06-28T07:22:22.752664+00:00,
257740-rupinder-gandhi-2-2017-punjabi-movie-hdrip-x264-1gb,https://moviedbhub.com/257740-rupinder-gandhi-2-2017-punjabi-movie-hdrip-x264-1gb.html,Rupinder Gandhi 2 (2017) Punjabi Movie HDRip Download - 1GB,https://moviehdtv.com/uploads/posts/covers/rupinder-gandhi-2-2017-punjabi-movie-hdrip-x264-1gb.webp,"November 01, 2017",0,movie,: Rupinder Gandhi 2,2017,,1GB 1GB,pa,,Action|Drama,"Dev Kharoud as , Saanvi Dhiman as , Jagjit Sandhu as , Lucky Dhaliwal as , Kajal Behl as",- 7,,,"This is a story of a brave man who fought and won against all odds, Sarpanch Rupinder Singh Gandhi, a prolific sportsman, daring leader and true friend. This movie shows how circumstances and situations converts him into ""Something -else"" when he and his friends take decisions that end up making them Outlaws. The man who lived for other people and never worried what he was called ~ Robinhood or a Gangser",,https://moviehdtv.com/uploads/posts/covers/rupinder-gandhi-2-2017-punjabi-movie-hdrip-x264-1gb.webp,,2026-06-28T07:22:22.834909+00:00,
76335-do-lafzon-ki-kahani-2016-hindi-movie-hevc-hdrip-180mb,https://moviedbhub.com/76335-do-lafzon-ki-kahani-2016-hindi-movie-hevc-hdrip-180mb.html,Do Lafzon Ki Kahani 2016 180mb hindi movie Hevc HDRip Download,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-hindi-movie-hevc-hdrip-180mb.webp,"October 31, 2017",0,movie,: Do Lafzon Ki Kahani,2016,,180MB,hi,,Drama|Romance|Action,"Kajal Agarwal as Jenny, Randeep Hooda as Sooraj, Anil George as Srikant, Yuri Suri as Kevin",- 7.2,,,Centered on ex-mixed martial arts artist Sooraj and sculptor artist Jenny. Their fate intertwines when their past are revealed in their blooming relationship.,,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-hindi-movie-hevc-hdrip-180mb.webp,,2026-06-28T07:22:23.011302+00:00,
203280-do-lafzon-ki-kahani-2016-hindi-movie-480p-hdrip-360mb,https://moviedbhub.com/203280-do-lafzon-ki-kahani-2016-hindi-movie-480p-hdrip-360mb.html,Do Lafzon Ki Kahani 2016 360MB Full Movie 480p HDRip Download,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-hindi-movie-480p-hdrip-360mb.webp,"October 31, 2017",0,movie,: Do Lafzon Ki Kahani,2016,,,hi,,Drama|Romance|Action,"Kajal Agarwal as Jenny, Randeep Hooda as Sooraj, Anil George as Srikant, Yuri Suri as Kevin",- 7.2,,,Centered on ex-mixed martial arts artist Sooraj and sculptor artist Jenny. Their fate intertwines when their past are revealed in their blooming relationship.,,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-hindi-movie-480p-hdrip-360mb.webp,,2026-06-28T07:22:23.134720+00:00,
227920-maya-2015-dual-audio-hindi-hdrip-hevc-200mb,https://moviedbhub.com/227920-maya-2015-dual-audio-hindi-hdrip-hevc-200mb.html,Maya (2015) 200mb Hindi Dual Audio movie Hevc HDRip,https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-hdrip-hevc-200mb.webp,"November 01, 2017",0,movie,: Maya,2015,Mkv,200MB,ur,,Horror,"Hina Jawad as Maya/Mishal, Ahmed Abdul Rehman as Waqas, Zain Afzal as Sam, Anam Malik as Rida, Rasheed Ali as Priest, Sheikh Mohammad Ahmed as Amir, Ali Aftab as Cameo, Jawad Bashir as Cameo",- 10,,,"A group of friends go to a deserted place for a vacation and get stuck there. While away, they reveal a dark secret from the past and face a curse.",,https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-hdrip-hevc-200mb.webp,,2026-06-28T07:22:23.183387+00:00,
178325-machine-2017-hindi-movie-480p-hdrip-400mb,https://moviedbhub.com/178325-machine-2017-hindi-movie-480p-hdrip-400mb.html,Machine 2017 400MB Full Movie 480p HDRip Download,https://moviehdtv.com/uploads/posts/covers/machine-2017-hindi-movie-480p-hdrip-400mb.webp,"October 31, 2017",0,movie,: Machine,2017,,,hi,,Action|Romance|Comedy,"Mustafa Burmawala as Ransh, Kiara Advani as Sarah, Rishabh Arora as Lucky, Shabbir Burmawala as Siddharth, Carla Dennis as Serina, Supriya Karnik as Mrs. Puri, Mridanjli Rawal as Ayesha, Ronit Roy as Balraj, Sharat Saxena as Mr. Kapoor, Kishori Shahane as Maya, Eshan Shankar as Aditya, Dalip Tahil as Kriss Alter, Vivek Vaswani as Mr. Thapar, Mayuresh Wadkar as Vicky",- 4.2,,,"Machine depicts the story of racing enthusiasts , who meet each other under mysterious circumstances. As their bond becomes stronger, they eventually fall in love. However, new things begin to unfold, which change their lives forever",,https://moviehdtv.com/uploads/posts/covers/machine-2017-hindi-movie-480p-hdrip-400mb.webp,,2026-06-28T07:22:23.384934+00:00,
8610-machine-2017-hindi-movie-hevc-hdrip-190mb,https://moviedbhub.com/8610-machine-2017-hindi-movie-hevc-hdrip-190mb.html,Machine 2017 190mb hindi movie Hevc HDRip Download,https://moviehdtv.com/uploads/posts/covers/machine-2017-hindi-movie-hevc-hdrip-190mb.webp,"October 31, 2017",0,movie,: Machine,2017,,190MB,hi,,Action|Romance|Comedy,"Mustafa Burmawala as Ransh, Kiara Advani as Sarah, Rishabh Arora as Lucky, Shabbir Burmawala as Siddharth, Carla Dennis as Serina, Supriya Karnik as Mrs. Puri, Mridanjli Rawal as Ayesha, Ronit Roy as Balraj, Sharat Saxena as Mr. Kapoor, Kishori Shahane as Maya, Eshan Shankar as Aditya, Dalip Tahil as Kriss Alter, Vivek Vaswani as Mr. Thapar, Mayuresh Wadkar as Vicky",- 4.2,,,"Machine depicts the story of racing enthusiasts , who meet each other under mysterious circumstances. As their bond becomes stronger, they eventually fall in love. However, new things begin to unfold, which change their lives forever",,https://moviehdtv.com/uploads/posts/covers/machine-2017-hindi-movie-hevc-hdrip-190mb.webp,,2026-06-28T07:22:23.457427+00:00,
301490-do-lafzon-ki-kahani-2016-movie-720p-hdrip-x264-1gb,https://moviedbhub.com/301490-do-lafzon-ki-kahani-2016-movie-720p-hdrip-x264-1gb.html,Do Lafzon Ki Kahani 2016 Full Movie 720p HDRip Download - 1GB,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-movie-720p-hdrip-x264-1gb.webp,"October 31, 2017",0,movie,: Do Lafzon Ki Kahani,2016,,1GB 1GB,hi,,Drama|Romance|Action,"Kajal Agarwal as Jenny, Randeep Hooda as Sooraj, Anil George as Srikant, Yuri Suri as Kevin",- 7.2,,,Centered on ex-mixed martial arts artist Sooraj and sculptor artist Jenny. Their fate intertwines when their past are revealed in their blooming relationship.,,https://moviehdtv.com/uploads/posts/covers/do-lafzon-ki-kahani-2016-movie-720p-hdrip-x264-1gb.webp,,2026-06-28T07:22:23.505482+00:00,
263725-maya-2015-dual-audio-hindi-movie-uncut-hdrip-720p-1-4gb,https://moviedbhub.com/263725-maya-2015-dual-audio-hindi-movie-uncut-hdrip-720p-1-4gb.html,Maya (2015) Dual Audio Hindi Movie UnCut HDRip 720p [1.4GB],https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-movie-uncut-hdrip-720p-1-4gb.webp,"October 30, 2017",0,movie,: Maya,2015,Mkv,1.4GB,ur,,Horror,"Hina Jawad as Maya/Mishal, Ahmed Abdul Rehman as Waqas, Zain Afzal as Sam, Anam Malik as Rida, Rasheed Ali as Priest, Sheikh Mohammad Ahmed as Amir, Ali Aftab as Cameo, Jawad Bashir as Cameo",- 10,,,"A group of friends go to a deserted place for a vacation and get stuck there. While away, they reveal a dark secret from the past and face a curse.",,https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-movie-uncut-hdrip-720p-1-4gb.webp,,2026-06-28T07:22:23.694893+00:00,
6545-kadamban-2017-hindi-dubbed-720p-hdrip-900mb,https://moviedbhub.com/6545-kadamban-2017-hindi-dubbed-720p-hdrip-900mb.html,Kadamban 2017 Hindi Dubbed Full Movie 720p HDRip - 900MB,https://moviehdtv.com/uploads/posts/covers/kadamban-2017-hindi-dubbed-720p-hdrip-900mb.webp,"October 30, 2017",0,movie,: Kadamban,2017,Mkv,900MB,ta,,Action,"Arya as Kadamban, Catherine Tresa as Radhi, Y. G. Mahendran as , Super Subbarayan as , Deepraj Rana as , Aadukalam Murugadoss as , Madhuvanti Arun as , Raja Simman as",- 7.3,,,"The honey-extracting tribal folks of Kadambavanam, a village in the deep interiors of dense forests, enjoy their peaceful & humble lives with the philosophical company of their forefathers. Presence of limestone underneath earns the village some interest from unethical vultures. With multiple soft evacuation plans failing against the tribal resistance, they resort to uglier ways putting the villagers’ lives into complete disarray. Can they withstand when payback time presents itself?",,https://moviehdtv.com/uploads/posts/covers/kadamban-2017-hindi-dubbed-720p-hdrip-900mb.webp,,2026-06-28T07:22:23.759331+00:00,
208670-maya-2015-dual-audio-hindi-480p-hdrip-450mb,https://moviedbhub.com/208670-maya-2015-dual-audio-hindi-480p-hdrip-450mb.html,Maya (2015) 450MB Dual Audio Hindi 480p HDRip Download,https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-480p-hdrip-450mb.webp,"October 30, 2017",0,movie,: Maya,2015,Mkv,450MB,ur,,Horror,"Hina Jawad as Maya/Mishal, Ahmed Abdul Rehman as Waqas, Zain Afzal as Sam, Anam Malik as Rida, Rasheed Ali as Priest, Sheikh Mohammad Ahmed as Amir, Ali Aftab as Cameo, Jawad Bashir as Cameo",- 10,,,"A group of friends go to a deserted place for a vacation and get stuck there. While away, they reveal a dark secret from the past and face a curse.",,https://moviehdtv.com/uploads/posts/covers/maya-2015-dual-audio-hindi-480p-hdrip-450mb.webp,,2026-06-28T07:22:23.818635+00:00,
